ticket_id,type,title,required_skills,priority,status,created_at,sla_deadline,sla_remaining_hours,assigned_to,min_tier,progress_pct,estimated_remaining_hours_mean,estimated_remaining_hours_std,confidence,max_assignees,swarming_roles,vip_customer,dependency_group
TK036,incident_mid,脆弱性スキャン結果レビュー＋monitoring対応,security;monitoring,P3,blocked_dependency,2026-03-28 18:08,2026-03-30 18:08,12.5,,L2,0,2.3,0.5,0.78,2,"lead,support",False,DEP_SEC
TK037,incident_mid,ソフトウェアライセンス管理＋security対応,helpdesk;security,P3,blocked_dependency,2026-03-28 06:34,2026-03-30 06:34,1.0,,L1,0,5.6,0.6,0.63,2,"lead,support",False,DEP_SEC
TK038,change_standard,ハイパーバイザーメモリ不足＋helpdesk対応,infra;helpdesk,P3,unassigned,2026-03-29 12:40,2026-03-31 12:40,27.7,,L1,0,3.1,1.1,0.67,2,"lead,support",False,
TK039,service_request,社内Wiki権限エラー＋network対応,helpdesk;network,P3,blocked_customer,2026-03-29 13:22,2026-03-31 13:22,32.9,E040,L2,0,5.3,1.1,0.42,1,lead,False,
TK040,incident_mid,認証基盤(LDAP)応答停止＋cloud対応,infra;cloud,P3,in_progress,2026-03-29 17:18,2026-03-31 17:18,24.3,E039,L1,15,5.9,1.3,0.5,2,"lead,support",False,DEP_CLOUD
TK041,incident_mid,新入社員PC初期セットアップ＋database対応,helpdesk;database,P3,blocked_dependency,2026-03-27 14:32,2026-03-29 14:32,1.0,E008,L1,19,5.7,0.8,0.68,2,"lead,support",False,
TK042,incident_mid,証明書自動更新失敗(Let's Encrypt)＋network対応,infra;network,P3,unassigned,2026-03-29 09:08,2026-03-31 09:08,28.0,,L1,0,5.3,0.8,0.72,1,lead,False,
TK043,service_request,テスト環境DBリストア＋security対応,database;security,P3,blocked_dependency,2026-03-28 01:22,2026-03-30 01:22,1.0,,L1,0,3.2,1.1,0.53,1,lead,False,DEP_LDAP
TK044,incident_mid,新規SaaS SSO設定＋network対応,security;network,P3,blocked_dependency,2026-03-28 19:58,2026-03-30 19:58,4.5,,L1,0,2.6,1.1,0.77,2,"lead,support",False,DEP_LDAP
TK045,service_request,監視エージェント停止(5台)＋network対応,monitoring;network,P3,blocked_customer,2026-03-27 23:07,2026-03-29 23:07,1.0,E042,L1,58,4.6,1.0,0.66,1,lead,False,
TK046,change_standard,ハイパーバイザーメモリ不足＋security対応,infra;security,P3,blocked_dependency,2026-03-28 14:30,2026-03-30 14:30,8.3,,L2,0,2.9,0.8,0.69,2,"lead,support",False,DEP_LDAP
TK047,service_request,古いPC入れ替え相談＋database対応,helpdesk;database,P3,blocked_customer,2026-03-27 14:10,2026-03-29 14:10,1.0,E007,L1,12,1.8,0.8,0.41,1,lead,False,
TK048,change_standard,社内Wiki権限エラー＋monitoring対応,helpdesk;monitoring,P3,unassigned,2026-03-30 01:48,2026-03-32 01:48,38.8,,L1,0,1.8,0.4,0.75,2,"lead,support",False,
TK049,incident_mid,複合対応: network/infra/database,network;infra;database,P3,blocked_dependency,2026-03-29 19:44,2026-03-31 19:44,34.3,E001,L1,59,4.4,0.6,0.58,2,"lead,support",False,
TK050,service_request,複合対応: database/cloud/network,database;cloud;network,P3,unassigned,2026-03-29 04:01,2026-03-31 04:01,13.6,,L1,0,1.5,0.9,0.54,2,"lead,support",False,DEP_CLOUD
TK051,change_standard,複合対応: database/helpdesk/cloud,database;helpdesk;cloud,P3,unassigned,2026-03-29 16:47,2026-03-31 16:47,30.3,,L2,0,5.9,1.8,0.7,2,"lead,support",False,DEP_CLOUD
TK052,incident_mid,DB監査ログ設定,database,P3,unassigned,2026-03-28 17:30,2026-03-30 17:30,3.8,,L2,0,2.3,1.6,0.71,1,lead,False,
TK053,incident_mid,本番アプリサーバーCPU95%超過,monitoring,P3,unassigned,2026-03-29 14:22,2026-03-31 14:22,26.0,,L2,0,1.7,1.8,0.53,1,lead,False,
TK054,service_request,DNS解決遅延,network,P3,unassigned,2026-03-28 22:50,2026-03-30 22:50,17.5,,L1,0,5.6,1.9,0.79,1,lead,False,
TK055,change_standard,CI/CDパイプライン失敗,cloud,P3,unassigned,2026-03-27 16:35,2026-03-29 16:35,1.0,,L2,0,4.6,2.0,0.79,1,lead,False,
TK056,change_standard,CI/CDパイプライン失敗,cloud,P3,blocked_dependency,2026-03-30 11:01,2026-03-32 11:01,48.1,E021,L1,74,5.1,1.9,0.44,1,lead,False,
TK057,service_request,ソフトウェアライセンス管理,helpdesk,P3,in_progress,2026-03-27 19:55,2026-03-29 19:55,1.0,E037,L2,38,3.0,0.5,0.78,1,lead,False,
TK058,incident_mid,ストレージI/O遅延,infra,P3,blocked_approval,2026-03-29 19:33,2026-03-31 19:33,32.6,E028,L1,69,3.9,1.5,0.75,1,lead,False,
TK059,change_standard,UPS バッテリー交換アラート,infra,P3,unassigned,2026-03-27 18:15,2026-03-29 18:15,1.0,,L1,0,3.2,1.9,0.74,1,lead,True,
TK060,service_request,SAP ユーザーロック解除(大量),sap,P3,unassigned,2026-03-30 07:45,2026-03-32 07:45,40.9,,L1,0,1.5,0.7,0.66,1,lead,False,
TK061,incident_mid,社内Wiki権限エラー,helpdesk,P3,in_progress,2026-03-27 14:46,2026-03-29 14:46,1.0,E044,L2,26,2.1,1.8,0.53,1,lead,False,
TK062,service_request,ML推論APIレイテンシ劣化,ai_ml,P3,in_progress,2026-03-27 23:54,2026-03-29 23:54,1.0,E021,L1,22,4.3,0.3,0.41,1,lead,False,
TK063,service_request,SD-WAN経路異常,network,P3,in_progress,2026-03-30 10:53,2026-03-32 10:53,43.9,E031,L1,67,4.7,1.1,0.71,1,lead,False,
TK064,incident_mid,バッチ処理遅延(月次集計),app_support,P3,unassigned,2026-03-27 17:49,2026-03-29 17:49,1.0,,L2,0,3.6,1.1,0.79,1,lead,True,
TK065,change_standard,NTPサーバー時刻ずれ,infra,P3,unassigned,2026-03-28 11:58,2026-03-30 11:58,1.0,,L1,0,5.5,0.8,0.46,1,lead,False,
TK066,service_request,データドリフト検知アラート,ai_ml,P3,in_progress,2026-03-29 09:20,2026-03-31 09:20,23.3,E041,L1,77,1.5,1.5,0.74,1,lead,False,
TK067,change_standard,Helm チャートデプロイ失敗,container,P3,blocked_vendor,2026-03-29 04:23,2026-03-31 04:23,12.8,E037,L1,51,4.6,0.8,0.53,1,lead,False,
TK068,incident_mid,ログ収集パイプライン遅延,monitoring,P3,blocked_customer,2026-03-30 05:36,2026-03-32 05:36,35.9,E028,L2,16,1.3,1.9,0.62,1,lead,False,
TK069,change_standard,不審なログイン試行検知,security,P3,unassigned,2026-03-27 23:14,2026-03-29 23:14,1.0,,L2,0,2.6,0.5,0.6,1,lead,False,
TK070,incident_mid,共有フォルダアクセス権不整合,infra,P3,in_progress,2026-03-29 11:29,2026-03-31 11:29,24.8,E022,L1,73,5.0,1.7,0.79,1,lead,False,
TK071,incident_mid,データドリフト検知アラート,ai_ml,P3,unassigned,2026-03-28 17:22,2026-03-30 17:22,8.2,,L1,0,1.9,1.5,0.52,1,lead,False,
TK072,incident_mid,新規アカウント発行,helpdesk,P3,in_progress,2026-03-28 20:21,2026-03-30 20:21,7.4,E002,L2,11,3.7,0.9,0.58,1,lead,False,
TK073,service_request,インデックス再構築要求,database,P3,in_progress,2026-03-28 05:37,2026-03-30 05:37,1.0,E004,L1,19,4.8,0.4,0.43,1,lead,False,
TK074,change_standard,脆弱性スキャン結果レビュー,security,P3,unassigned,2026-03-29 07:00,2026-03-31 07:00,15.2,,L1,0,3.1,0.8,0.67,1,lead,False,
TK075,incident_mid,SAP ユーザーロック解除(大量),sap,P3,in_progress,2026-03-29 20:33,2026-03-31 20:33,40.3,E014,L1,38,4.8,1.6,0.52,1,lead,False,
TK076,change_standard,サーバーファームウェア更新,infra,P3,unassigned,2026-03-29 23:42,2026-03-31 23:42,34.4,,L2,0,3.8,1.4,0.54,1,lead,False,
TK077,change_standard,IoTゲートウェイ通信断,iot,P3,unassigned,2026-03-30 10:41,2026-03-32 10:41,53.5,,L2,0,3.1,1.0,0.66,1,lead,False,
TK078,service_request,WAF誤検知によるアクセスブロック,security,P3,blocked_dependency,2026-03-29 23:58,2026-03-31 23:58,43.2,E028,L1,11,5.2,0.7,0.64,1,lead,False,
TK079,service_request,VPN証明書更新,security,P3,in_progress,2026-03-29 20:29,2026-03-31 20:29,37.2,E008,L2,67,2.0,1.6,0.54,1,lead,False,
TK080,incident_mid,SAP バッチジョブ失敗(月次決算),sap,P3,in_progress,2026-03-30 04:48,2026-03-32 04:48,37.6,E010,L1,9,5.8,1.4,0.59,1,lead,False,
TK081,service_request,特徴量ストア同期エラー,ai_ml,P3,in_progress,2026-03-27 23:30,2026-03-29 23:30,1.0,E005,L1,60,4.2,1.7,0.64,1,lead,False,
TK082,change_standard,勤怠管理システム打刻エラー,app_support,P3,unassigned,2026-03-29 04:21,2026-03-31 04:21,10.2,,L1,0,4.2,2.0,0.44,1,lead,False,
TK083,incident_mid,脆弱性スキャン結果レビュー,security,P3,unassigned,2026-03-29 04:31,2026-03-31 04:31,21.7,,L1,0,4.0,1.2,0.78,1,lead,False,
TK084,incident_mid,EKSノードグループスケーリング障害,cloud,P3,in_progress,2026-03-29 00:40,2026-03-31 00:40,8.3,E033,L2,56,3.6,0.6,0.55,1,lead,False,
TK085,service_request,フィッシングメール報告対応,security,P3,unassigned,2026-03-28 12:28,2026-03-30 12:28,1.0,,L1,0,1.3,0.5,0.67,1,lead,False,
TK086,service_request,センサーデータ欠損アラート,iot,P3,unassigned,2026-03-30 06:17,2026-03-32 06:17,45.2,,L1,0,5.8,1.5,0.56,1,lead,False,
TK087,change_standard,勤怠管理システム打刻エラー,app_support,P3,in_progress,2026-03-28 14:57,2026-03-30 14:57,1.0,E042,L2,11,4.4,1.2,0.41,1,lead,False,
TK088,change_standard,BGPピアリング断,network,P3,in_progress,2026-03-29 22:33,2026-03-31 22:33,42.6,E023,L2,12,4.9,1.7,0.75,1,lead,True,
TK089,incident_mid,マルチクラウドVPN設定,cloud,P3,in_progress,2026-03-28 18:11,2026-03-30 18:11,1.5,E011,L1,56,3.1,1.4,0.5,1,lead,False,
TK090,change_standard,DB監査ログ設定,database,P3,unassigned,2026-03-29 19:37,2026-03-31 19:37,28.2,,L1,0,5.5,0.6,0.67,1,lead,False,
TK091,service_request,証明書自動更新失敗(Let's Encrypt),infra,P3,blocked_customer,2026-03-28 05:31,2026-03-30 05:31,1.0,E011,L2,25,1.7,0.7,0.66,1,lead,False,
TK092,incident_mid,Kubernetes CronJob 失敗,container,P3,in_progress,2026-03-29 16:02,2026-03-31 16:02,32.5,E041,L1,18,1.5,1.8,0.73,1,lead,False,
TK093,incident_mid,リモートデスクトップ接続不可,helpdesk,P3,blocked_approval,2026-03-29 08:14,2026-03-31 08:14,18.9,E006,L1,47,1.1,1.9,0.74,1,lead,False,
TK094,incident_mid,監視エージェント停止(5台),monitoring,P3,unassigned,2026-03-29 15:55,2026-03-31 15:55,33.4,,L1,0,4.8,1.1,0.65,1,lead,False,
TK095,incident_mid,メール添付ファイルサイズ制限,helpdesk,P3,unassigned,2026-03-28 01:33,2026-03-30 01:33,1.0,,L2,0,3.1,1.6,0.5,1,lead,False,
TK096,change_standard,コアスイッチCPU高負荷,network,P3,blocked_dependency,2026-03-30 07:36,2026-03-32 07:36,49.2,E043,L2,2,3.6,0.7,0.46,1,lead,False,
TK097,incident_mid,モデルサービング障害(TensorFlow Serving),ai_ml,P3,unassigned,2026-03-28 20:03,2026-03-30 20:03,3.9,,L2,0,5.9,0.4,0.61,1,lead,False,
TK098,change_standard,Docker Registry ディスク不足,container,P3,blocked_approval,2026-03-27 22:52,2026-03-29 22:52,1.0,E028,L2,32,1.1,1.6,0.54,1,lead,False,
TK099,service_request,SAP RFC接続エラー,sap,P3,blocked_vendor,2026-03-30 02:39,2026-03-32 02:39,36.9,E012,L2,59,3.4,0.6,0.45,1,lead,False,
TK100,service_request,認証基盤(LDAP)応答停止,infra,P3,unassigned,2026-03-29 21:53,2026-03-31 21:53,38.8,,L1,0,5.7,1.2,0.8,1,lead,False,
TK101,incident_mid,本番DBサーバー応答なし,database,P3,in_progress,2026-03-29 15:58,2026-03-31 15:58,33.9,E026,L1,34,5.0,1.0,0.56,1,lead,False,
TK102,incident_mid,不審なログイン試行検知,security,P3,unassigned,2026-03-29 01:15,2026-03-31 01:15,13.7,,L2,0,2.3,0.4,0.57,1,lead,False,
TK103,service_request,分散トレーシング設定,monitoring,P3,unassigned,2026-03-29 13:30,2026-03-31 13:30,19.7,,L1,0,3.2,1.5,0.47,1,lead,False,
TK104,service_request,認証基盤(LDAP)応答停止,infra,P3,unassigned,2026-03-28 16:57,2026-03-30 16:57,4.5,,L1,0,1.4,1.4,0.55,1,lead,False,
TK105,incident_mid,SAP バッチジョブ失敗(月次決算),sap,P3,unassigned,2026-03-30 02:00,2026-03-32 02:00,40.1,,L1,0,1.6,0.7,0.66,1,lead,False,
TK106,incident_mid,ML推論APIレイテンシ劣化,ai_ml,P3,blocked_approval,2026-03-28 12:27,2026-03-30 12:27,7.7,E005,L1,73,3.6,1.0,0.66,1,lead,False,
TK107,incident_mid,決済APIタイムアウト多発,app_support,P3,unassigned,2026-03-29 01:04,2026-03-31 01:04,11.9,,L1,0,4.9,1.5,0.49,1,lead,False,
TK108,incident_mid,MQTT ブローカー過負荷,iot,P3,blocked_dependency,2026-03-30 03:24,2026-03-32 03:24,45.2,E037,L2,11,5.8,2.0,0.67,1,lead,False,
TK109,service_request,Service Mesh サイドカー障害,container,P3,unassigned,2026-03-28 00:24,2026-03-30 00:24,1.0,,L2,0,1.9,0.9,0.49,1,lead,False,
TK110,change_standard,監視ダッシュボード新規作成,monitoring,P3,blocked_approval,2026-03-30 10:09,2026-03-32 10:09,47.5,E048,L2,16,5.4,0.4,0.56,1,lead,False,
TK111,change_standard,物理サーバーRAID警告,infra,P3,in_progress,2026-03-28 06:09,2026-03-30 06:09,1.0,E025,L1,9,3.3,1.2,0.45,1,lead,False,
TK112,incident_mid,コンテナイメージ脆弱性検出,container,P3,in_progress,2026-03-29 05:43,2026-03-31 05:43,24.4,E008,L1,66,2.5,0.6,0.77,1,lead,False,
TK113,incident_mid,Service Mesh サイドカー障害,container,P3,unassigned,2026-03-29 18:27,2026-03-31 18:27,33.0,,L1,0,4.1,1.3,0.44,1,lead,False,
TK114,incident_mid,A/Bテスト設定ミス(モデルバージョン),ai_ml,P3,unassigned,2026-03-30 00:00,2026-03-32 00:00,38.4,,L1,0,5.2,1.3,0.73,1,lead,True,
TK115,service_request,ソフトウェアライセンス管理,helpdesk,P3,blocked_customer,2026-03-28 14:25,2026-03-30 14:25,6.9,E002,L2,63,3.7,1.4,0.52,1,lead,False,
TK116,service_request,SAP トランスポート移送失敗,sap,P3,in_progress,2026-03-29 04:15,2026-03-31 04:15,19.6,E032,L1,61,2.0,1.3,0.53,1,lead,False,
TK117,change_standard,OTA ファームウェア更新失敗,iot,P3,unassigned,2026-03-30 02:50,2026-03-32 02:50,37.4,,L1,0,2.2,0.5,0.58,1,lead,False,
TK118,change_standard,メール添付ファイルサイズ制限,helpdesk,P3,unassigned,2026-03-27 23:30,2026-03-29 23:30,1.0,,L1,0,5.1,1.9,0.69,1,lead,False,
TK119,change_standard,ログ収集パイプライン遅延,monitoring,P3,in_progress,2026-03-29 01:05,2026-03-31 01:05,10.7,E031,L1,64,5.8,0.7,0.54,1,lead,True,
TK120,change_standard,UPS バッテリー交換アラート,infra,P3,in_progress,2026-03-29 15:59,2026-03-31 15:59,21.1,E009,L2,33,2.8,1.0,0.42,1,lead,True,
TK121,incident_low,WANリンクパケットロス＋monitoring調査,network;monitoring,P4,unassigned,2026-03-29 14:31,2026-03-36 14:31,149.7,,L1,0,1.5,1.5,0.77,1,lead,False,
TK122,incident_low,経費精算システムログインエラー＋infra調査,app_support;infra,P4,unassigned,2026-03-27 15:46,2026-03-34 15:46,117.4,,L1,0,1.8,0.4,0.74,1,lead,False,
TK123,incident_low,WAF誤検知によるアクセスブロック＋database調査,security;database,P4,unassigned,2026-03-29 19:55,2026-03-36 19:55,161.3,,L1,0,2.3,0.4,0.86,1,lead,False,
TK124,incident_low,SLI/SLO ダッシュボード構築＋infra調査,monitoring;infra,P4,unassigned,2026-03-29 00:38,2026-03-36 00:38,150.4,,L1,0,1.5,0.6,0.83,1,lead,False,
TK125,incident_low,UPS バッテリー交換アラート＋cloud調査,infra;cloud,P4,blocked_vendor,2026-03-26 23:55,2026-03-33 23:55,72.4,E008,L1,53,2.5,1.2,0.79,1,lead,False,
TK126,service_request,IoTゲートウェイ通信断,iot,P4,unassigned,2026-03-26 23:57,2026-03-33 23:57,101.0,,L1,0,3.2,1.0,0.79,1,lead,False,
TK127,incident_low,特徴量ストア同期エラー,ai_ml,P4,unassigned,2026-03-26 16:13,2026-03-33 16:13,85.9,,L1,0,1.8,1.3,0.6,1,lead,False,
TK128,incident_low,データドリフト検知アラート,ai_ml,P4,unassigned,2026-03-28 20:14,2026-03-35 20:14,129.5,,L1,0,1.9,0.5,0.7,1,lead,False,
TK129,service_request,特徴量ストア同期エラー,ai_ml,P4,unassigned,2026-03-25 08:31,2026-03-32 08:31,53.7,,L1,0,2.5,1.5,0.69,1,lead,False,
TK130,incident_low,不審なログイン試行検知,security,P4,unassigned,2026-03-27 02:17,2026-03-34 02:17,90.3,,L1,0,2.9,1.3,0.77,1,lead,False,
TK131,service_request,OTA ファームウェア更新失敗,iot,P4,blocked_vendor,2026-03-26 22:28,2026-03-33 22:28,99.2,E024,L1,28,3.8,1.5,0.81,1,lead,False,
TK132,service_request,センサーデータ欠損アラート,iot,P4,blocked_vendor,2026-03-25 12:01,2026-03-32 12:01,45.5,E022,L1,36,0.9,1.1,0.65,1,lead,False,
TK133,incident_low,不審なログイン試行検知,security,P4,unassigned,2026-03-28 04:41,2026-03-35 04:41,109.3,,L1,0,1.7,0.8,0.6,1,lead,False,
TK134,incident_low,共有フォルダアクセス権不整合,infra,P4,unassigned,2026-03-24 16:50,2026-03-31 16:50,25.0,,L1,0,1.5,0.3,0.8,1,lead,False,
TK135,incident_low,ネットワークプリンターオフライン,network,P4,unassigned,2026-03-25 17:30,2026-03-32 17:30,57.4,,L1,0,0.7,0.7,0.79,1,lead,False,
TK136,incident_low,OAuth トークンリフレッシュ失敗,app_support,P4,unassigned,2026-03-30 01:11,2026-03-37 01:11,161.7,,L1,0,1.9,1.4,0.85,1,lead,False,
TK137,incident_low,DC空調温度異常検知,infra,P4,blocked_vendor,2026-03-25 04:04,2026-03-32 04:04,36.7,E004,L1,11,2.8,0.5,0.8,1,lead,False,
TK138,incident_low,新規アカウント発行,helpdesk,P4,unassigned,2026-03-24 08:22,2026-03-31 08:22,13.6,,L1,0,4.0,0.7,0.7,1,lead,False,
TK139,incident_low,OTA ファームウェア更新失敗,iot,P4,in_progress,2026-03-30 00:33,2026-03-37 00:33,161.6,E026,L1,36,2.1,1.0,0.71,1,lead,False,
TK140,incident_low,分散トレーシング設定,monitoring,P4,blocked_vendor,2026-03-28 07:26,2026-03-35 07:26,127.7,E041,L1,32,3.0,0.2,0.63,1,lead,False,
TK141,service_request,データ不整合検出（受注テーブル）,database,P4,unassigned,2026-03-25 03:51,2026-03-32 03:51,33.1,,L1,0,3.6,1.3,0.71,1,lead,False,
TK142,service_request,APIゲートウェイレート制限誤設定,app_support,P4,unassigned,2026-03-29 11:07,2026-03-36 11:07,160.6,,L1,0,3.8,0.2,0.65,1,lead,False,
TK143,incident_low,Webサーバーセキュリティパッチ適用,infra,P4,in_progress,2026-03-28 02:53,2026-03-35 02:53,120.6,E030,L1,30,0.7,0.4,0.62,1,lead,False,
TK144,service_request,ゼロデイ脆弱性緊急パッチ,security,P4,unassigned,2026-03-24 01:59,2026-03-31 01:59,28.6,,L1,0,2.9,1.0,0.88,1,lead,False,
TK145,incident_low,マルチクラウドVPN設定,cloud,P4,in_progress,2026-03-28 15:48,2026-03-35 15:48,115.8,E030,L1,53,3.0,1.4,0.8,1,lead,False,
TK146,incident_low,SAP バッチジョブ失敗(月次決算),sap,P4,unassigned,2026-03-25 15:51,2026-03-32 15:51,57.7,,L1,0,2.3,0.9,0.64,1,lead,False,
TK147,incident_low,ML推論APIレイテンシ劣化,ai_ml,P4,in_progress,2026-03-24 16:42,2026-03-31 16:42,43.8,E010,L1,21,1.6,0.9,0.55,1,lead,False,
TK148,service_request,帯域制御ポリシー変更,network,P4,unassigned,2026-03-26 21:44,2026-03-33 21:44,96.7,,L1,0,0.7,0.4,0.67,1,lead,False,
TK149,service_request,ML推論APIレイテンシ劣化,ai_ml,P4,unassigned,2026-03-27 01:52,2026-03-34 01:52,98.1,,L1,0,1.9,1.3,0.8,1,lead,False,
